"","Cruise","Station","Type","mon.day.yr","hh.mm","Longitude","Latitude","WCDepth","SampleDepth","QF.0","TEMP","QF.1","PSAL","QF.2","DOXY.umol.l.","QF.3","DateTime"
"729732","ICES/35GDENQ630d0","0710","B","9/6/1999","05:05",-4.66930000000002,43.6455,175,53,0,13.36,0,35.64,0,NA,NA,1999-09-06 05:05:00
"2679295","ICES/68CAENQ461SE","0071","B","12/5/1994","13:27",-9.7133,39.75,1546,275.7,0,13.3751,0,35.9242,0,NA,NA,1994-12-05 13:27:00
"3320696","ICES/74SCENQ716k ","0527","B","11/12/2001","18:52",-4.70999999999998,59.7568,126,45,0,10.89,0,35.3,0,NA,NA,2001-11-12 18:52:00
"2911750","ICES/77AR        ","0529","B","9/27/1994","18:10",13.3,55,46,20,0,14.39,0,8.18,0,301.01,0,1994-09-27 18:10:00
"2416296","ICES/58GDENQ406g ","0235","B","6/18/2007","00:00",9.4667,57.9333,172,125,0,7.704,0,35.245,0,267.96,0,2007-06-18 00:00:00
"68345","ICES/26GT        ","0206","B","3/19/1992","19:00",12.3667,54.8,21,20,0,3.85,0,12.9,0,351.93,0,1992-03-19 19:00:00
"1981690","ICES/58JHENQ452  ","0807","B","6/22/1995","15:00",-11.7497,51.2507,1122,160,0,11.031,0,35.5191,0,NA,NA,1995-06-22 15:00:00
"231811","ICES/26MHENQ1047 ","0057","B","6/12/1999","06:18",-5.10000000000002,60.7167,907,70,0,9.5351,0,35.3952,0,NA,NA,1999-06-12 06:18:00
"42750","ICES/26GT        ","0047","B","2/13/1991","16:00",8.4167,57.4833,76,20,0,6.74,0,35,0,280.92,0,1991-02-13 16:00:00
"895456","ICES/35TTENQ630n4","1340","B","6/11/2004","21:56",5.5167,43.1,0,329,0,13.29,0,38.39,0,208.12,0,2004-06-11 21:56:00
"617827","ICES/35EUENQ630d0","0084","B","4/14/1997","11:31",4.7583,42.78,724,41,0,13.472,0,37.865,0,NA,NA,1997-04-14 11:31:00
"1708995","ICES/64TDENQ495  ","0019","B","9/4/1996","19:06",5.347,56.6668,59,14.25,0,16.13,0,34.19,0,NA,NA,1996-09-04 19:06:00
"2148001","ICES/58MSENQ679b ","0879","B","10/19/1999","17:10",5.3895,58.3752,328,45,0,13.297,0,34.599,0,NA,NA,1999-10-19 17:10:00
"2752500","ICES/29CSPROSARP0","0079","B","3/20/1992","03:03",-8.99250000000001,42.2508,105,70,0,12.8021,0,35.8431,0,223.75,0,1992-03-20 03:03:00
"3397382","ICES/74SCENQ716u ","0073","B","3/14/2005","18:31",-7.32850000000002,58.2238,95,30,0,7.95,0,35.368,0,NA,NA,2005-03-14 18:31:00
"599319","ICES/35A3ENQ630c0","0173","B","12/11/1997","20:24",-1.46420000000001,36.2417,0,60,0,15.288,0,37.268,0,NA,NA,1997-12-11 20:24:00
"3311326","ICES/74SCENQ716k ","0153","B","3/2/2001","09:46",-7.99130000000002,58.5257,152,4,0,7.57,0,NA,NA,NA,NA,2001-03-02 09:46:00
"696805","ICES/35TTENQ630d4","0225","B","9/9/1997","11:40",4.5,43.1667,73,69,0,14.14,0,38.03,0,NA,NA,1997-09-09 11:40:00
"747223","ICES/35HTENQ630e0","0024","B","9/18/1999","13:23",13.3182,36.4767,1688,1292,0,13.61,0,38.73,0,188.92,0,1999-09-18 13:23:00
"2160651","ICES/58GSENQ679d ","1137","B","11/27/2000","05:25",1.9965,59.2822,121,85,0,9.131,0,35.2541,0,NA,NA,2000-11-27 05:25:00
"3412862","ICES/74CUENQ716z ","0522","B","9/12/2006","07:52",-1.04770000000002,60.6497,14,2,0,13.05,0,34.571,0,NA,NA,2006-09-12 07:52:00
"254090","ICES/26MHENQ1047 ","0002","B","9/5/2000","09:30",-6.85469999999998,62.0533,52,30,0,9.9908,0,35.1806,0,NA,NA,2000-09-05 09:30:00
"131078","ICES/26MHENQ1047 ","0006","B","8/7/1994","00:30",-12,62,1214,800,0,7.306,0,NA,NA,NA,NA,1994-08-07 00:30:00
"1803916","ICES/58GSENQ484  ","1451","B","11/11/1990","23:47",3.534,59.29,213,76,0,10.488,0,34.6053,0,NA,NA,1990-11-11 23:47:00
"1676131","ICES/48UDENQ82497","2E05","B","10/27/1997","00:00",12.883,44.75,33,10.5,0,18.294,0,37.198,0,189.36,0,1997-10-27 00:00:00
"2124267","ICES/58GSENQ679b ","1519","B","11/20/1999","07:02",-2.54500000000002,58.7487,76,40,0,10.594,0,34.8572,0,NA,NA,1999-11-20 07:02:00
"1108228","ICES/06AKENQ594a ","0639","B","8/24/1994","16:59",15.9667,55.2333,0,46,0,4.61,0,8.32,0,NA,NA,1994-08-24 16:59:00
"2946899","ICES/77NEENQ719ai","0002","B","2/9/1999","07:40",11.1033,58.868,240,2,0,1.1,0,28.03,0,366.67,0,1999-02-09 07:40:00
"574242","ICES/35TTENQ630b4","0014","B","1/17/1995","00:00",7.8522,43.4277,0,800,0,13.199,0,38.494,0,NA,NA,1995-01-17 00:00:00
"2198286","ICES/58GSENQ679f ","1124","B","11/18/2001","20:53",-0.330699999999979,59.2835,140,65,0,8.793,0,35.1119,0,NA,NA,2001-11-18 20:53:00
"109094","ICES/26DAENQ400  ","3508","B","8/3/1994","20:59",14.7417,55.6217,70,18,0,18.25,0,7.378,0,NA,NA,1994-08-03 20:59:00
"3088188","ICES/74SC        ","0512","B","12/15/1992","20:02",-0.725700000000018,60.8375,74,45,0,8.48,0,35.188,0,NA,NA,1992-12-15 20:02:00
"2683982","ICES/68AUOME620  ","8610","B","6/21/1995","12:48",-8.8648,38.3017,113,91,0,13.165,0,35.917,0,NA,NA,1995-06-21 12:48:00
"712057","ICES/35HTENQ630b0","0062","B","5/7/1998","08:15",-12.6658,36.0002,4704,250,0,13.589,0,35.873,0,225.98,0,1998-05-07 08:15:00
"2111822","ICES/58GDENQ406d ","0614","B","6/3/1999","00:00",8.8167,58.3833,100,20,0,9.22,0,31.828,0,315.31,0,1999-06-03 00:00:00
"3221971","ICES/74SCENQ716h ","0372","B","10/27/1996","07:43",-3.06630000000001,57.8267,80,30,0,11.58,0,34.813,0,NA,NA,1996-10-27 07:43:00
"2935385","ICES/7799ENQ719ai","0302","B","1/13/1998","00:00",12.2117,56.94,30,25,0,7.3,0,32.5,0,259.03,0,1998-01-13 00:00:00
"378928","ICES/26fyENQ503p ","0045","B","6/18/2007","05:31",10.862,55.5077,35,14.8,0,10.868,0,24.352,0,326.02,0,2007-06-18 05:31:00
"3263495","ICES/74RYENQ512x ","0003","B","6/14/1999","19:02",2.3328,51.9993,49,10,0,13.964,0,34.97,0,NA,NA,1999-06-14 19:02:00
"2957812","ICES/77ARENQ719g ","0416","B","8/28/2001","13:20",15.3333,55.3833,94,50,0,6.53,0,9.819,0,231.34,0,2001-08-28 13:20:00
"506560","ICES/35LUENQ630b0","0022","B","5/16/1992","13:15",-12.5,39.415,3600,475,0,11.564,0,35.638,0,NA,NA,1992-05-16 13:15:00
"1939781","ICES/58GSENQ452  ","1236","B","10/25/1994","00:55",2.8958,59.282,107,30,0,10.213,0,34.3857,0,NA,NA,1994-10-25 00:55:00
"1270235","ICES/06HTENQ608aa","1927","B","3/14/2001","08:45",11.55,54.315,24,23,0,3.66,0,20.32,0,331.38,0,2001-03-14 08:45:00
"3306264","ICES/74CUENQ716k ","0182","B","4/10/2001","11:46",-2.3107,57.95,0,3,0,6.61,0,35.051,0,NA,NA,2001-04-10 11:46:00
"1125951","ICES/07PEENQ540B ","3695","B","3/27/1994","10:00",15.9833,55.25,92,70,0,4.352,0,16.33,0,310.39,0,1994-03-27 10:00:00
"3082607","ICES/74SC        ","0148","B","4/8/1992","16:24",1.9795,60.4868,102,30,0,7.48,0,35.394,0,NA,NA,1992-04-08 16:24:00
"114209","ICES/26DAENQ400  ","6108","B","12/6/1994","19:33",-4.66500000000002,60.7133,1125,317,0,4.72,0,35.038,0,NA,NA,1994-12-06 19:33:00
"3155814","ICES/74CHSES620a ","6992","B","8/20/1995","00:02",-8.9742,56.4367,145,95,0,10.195,0,35.405,0,242.95,0,1995-08-20 00:02:00
"205985","ICES/26DAENQ720a ","7651","B","12/12/1998","20:07",16.0022,55.2502,91,44,0,5.72,0,7.446,0,NA,NA,1998-12-12 20:07:00
"846864","ICES/35TTENQ630n4","2110","B","12/1/2002","11:28",5.2167,42.85,0,31,0,16.49,0,37.71,0,NA,NA,2002-12-01 11:28:00
"1726763","ICES/64PEENQ593i ","0048","B","2/22/2002","08:50",0.873,56.999,0,40,0,7.4783,0,34.9317,0,NA,NA,2002-02-22 08:50:00
"380707","ICES/26MHENQ1047 ","0001","B","3/3/2008","11:28",-7.00749999999999,61.8322,81,20,0,6.5927,0,35.1576,0,NA,NA,2008-03-03 11:28:00
"564077","ICES/35LUENQ630b+","0262","B","5/29/1995","01:36",7.8637,43.4198,2320,475.6,0,13.263,0,38.534,0,NA,NA,1995-05-29 01:36:00
"3298141","ICES/74SCENQ716j ","0392","B","10/8/2000","23:38",-4.37220000000002,60.4462,794,250,0,9.49,0,35.362,0,NA,NA,2000-10-08 23:38:00
"1083008","ICES/06AKENQ594a ","0257","B","5/25/1993","23:26",15.7167,54.8,71,65,0,5.5,0,13.72,0,115.22,0,1993-05-25 23:26:00
"848647","ICES/35TTENQ630n4","1310","B","12/1/2002","15:12",5.5167,43.1,0,289,0,13.43,0,38.41,0,NA,NA,2002-12-01 15:12:00
"224707","ICES/26GTENQ503b ","0077","B","2/18/1999","11:00",12.75,55.8667,48,20,0,5.86,0,31.1,0,271.98,0,1999-02-18 11:00:00
"539181","ICES/35GPENQ54743","0M1d","B","8/27/1994","11:13",5.2083,43.1067,370,200,0,13.409,0,38.511,0,NA,NA,1994-08-27 11:13:00
"371078","ICES/26MHENQ1047 ","0038","B","2/19/2007","05:53",-5.71420000000001,60.9467,340,20,0,7.5132,0,35.2134,0,NA,NA,2007-02-19 05:53:00
"2683414","ICES/68AUOME620  ","8558","B","6/15/1995","12:44",-9.25819999999999,38.4932,275,41,0,14.82,0,36.085,0,NA,NA,1995-06-15 12:44:00
"3239405","ICES/74SCENQ639  ","0162","B","5/24/1997","20:14",-0.332299999999975,59.2843,140,40,0,7.3,0,35.179,0,NA,NA,1997-05-24 20:14:00
"1059782","ICES/06HFENQ591  ","0941","B","1/27/1992","01:48",-10.6167,41.0833,3792,276.6,0,12.1273,0,35.7056,0,224.4,0,1992-01-27 01:48:00
"2702394","ICES/68CAOME620e ","0030","B","5/19/1999","01:35",-9.38499999999999,41.6832,1187,725,0,11.6495,0,36.054,0,NA,NA,1999-05-19 01:35:00
"2905496","ICES/77CBENQ719ai","0038","B","5/4/1993","10:20",11.24,58.354,25,20,0,5.3,0,33.42,0,276.45,0,1993-05-04 10:20:00
"2214591","ICES/58MSENQ679d ","0402","B","4/25/2001","08:02",0.5028,61.2512,167,15,0,7.773,0,35.2199,0,NA,NA,2001-04-25 08:02:00
"728805","ICES/35GDENQ630d0","0320","B","9/4/1999","12:35",-3,43.6663,1401,56,0,12.75,0,35.61,0,NA,NA,1999-09-04 12:35:00
"364013","ICES/26MHENQ1047 ","0032","B","9/3/2006","15:23",-6.62650000000002,61.2735,103,1,0,11,0,35.1795,0,NA,NA,2006-09-03 15:23:00
"1250593","ICES/06WHENQ710a/","0036","B","2/13/1999","10:43",2.4698,58.7003,106,20,0,7.12,0,35.197,0,NA,NA,1999-02-13 10:43:00
"2826575","ICES/29JRENQ494  ","0057","B","12/19/1996","11:59",-3.7833,43.65,200,10,0,13.8564,0,35.3317,0,NA,NA,1996-12-19 11:59:00
"3369636","ICES/74CUENQ716r ","0371","B","9/30/2004","21:13",-1.3263,56.0618,46,35,0,12.64,0,34.814,0,NA,NA,2004-09-30 21:13:00
"2823631","ICES/29HEENQ82400","0015","B","10/5/1996","14:47",-4.91520000000003,36.1677,850,275,0,13.2284,0,38.4734,0,NA,NA,1996-10-05 14:47:00
"21005","ICES/26DA        ","5510","B","11/16/1990","07:32",4.7533,58.2633,301,17,0,11.12,0,33.762,0,NA,NA,1990-11-16 07:32:00
"697739","ICES/35TTENQ630d4","0229","B","9/9/1997","15:02",4.6167,42.9167,330,230,0,13.37,0,38.42,0,NA,NA,1997-09-09 15:02:00
"1784280","ICES/58GD        ","0183","B","4/24/1990","16:51",11.5167,57.55,79,70,0,7.19,0,34.971,0,NA,NA,1990-04-24 16:51:00
"77610","ICES/26MHENQ1047 ","0019","B","6/5/1992","06:50",-7.86669999999998,61.3167,796,80,0,8.6887,0,35.2936,0,NA,NA,1992-06-05 06:50:00
"520353","ICES/35KRENQ630c4","2235","B","9/25/1993","07:35",7.3623,43.6545,0,60.8,0,15.716,0,37.777,0,NA,NA,1993-09-25 07:35:00
"3292285","ICES/74SCENQ716j ","0141","B","5/10/2000","11:23",-4.89819999999997,60.6343,1026,575,0,0.74,0,34.888,0,NA,NA,2000-05-10 11:23:00
"2802859","ICES/29CSSEFOS049","0085","B","3/29/1994","10:25",-4.709,43.895,1365,650,0,10.4733,0,35.6094,0,NA,NA,1994-03-29 10:25:00
"2116796","ICES/58GSENQ679b ","0839","B","6/19/1999","22:24",1.6015,56.9987,100,15,0,12.128,0,34.8929,0,NA,NA,1999-06-19 22:24:00
"1808166","ICES/58GSENQ484  ","1717","B","12/2/1990","14:21",10.95,58.031,150,140,0,7.96,0,35.23,0,NA,NA,1990-12-02 14:21:00
"1029762","ICES/06POENQ710c ","0033","B","5/27/1991","13:57",-12.7917,38.0023,4724,350,0,12.16,0,35.691,0,NA,NA,1991-05-27 13:57:00
"1895067","ICES/58GSENQ452  ","0204","B","4/1/1993","19:31",-6.98770000000002,59.7485,1097,602,0,8.567,0,35.2843,0,NA,NA,1993-04-01 19:31:00
"2100325","ICES/58MSENQ679  ","0117","B","2/12/1998","20:39",8.5805,57.166,33,15,0,4.126,0,33.3213,0,NA,NA,1998-02-12 20:39:00
"2695263","ICES/68CAOME620e ","9856","B","12/14/1997","13:07",-9.40980000000002,41.8082,933,301,0,12.2505,0,35.696,0,NA,NA,1997-12-14 13:07:00
"19760","ICES/26DA        ","4597","B","10/19/1990","23:46",10.6567,57.9967,175,3,0,11.77,0,30.393,0,NA,NA,1990-10-19 23:46:00
"3348927","ICES/74SCENQ716n ","0220","B","4/17/2003","21:02",-8.98829999999998,56.9992,136,1,0,10.72,0,35.501,0,NA,NA,2003-04-17 21:02:00
"3107448","ICES/74SC        ","0177","B","9/23/1993","19:01",0.6667,60.8332,144,5,0,11.4,0,35.265,0,NA,NA,1993-09-23 19:01:00
"1710270","ICES/64TDENQ593  ","0029","B","11/15/1996","08:05",-2.2167,50.2333,58,30,0,13.83,0,35.15,0,NA,NA,1996-11-15 08:05:00
"3452487","ICES/74SCENQ716ac","0331","B","8/6/2008","04:53",-2.25119999999998,56.772,33,10,0,13.2,0,34.665,0,NA,NA,2008-08-06 04:53:00
"2116242","ICES/58GSENQ679b ","0797","B","6/15/1999","23:38",0.2543,55.2528,85,30,0,6.567,0,34.5393,0,NA,NA,1999-06-15 23:38:00
"1188559","ICES/06AKENQ594a ","1241","B","5/15/1996","21:35",13.6333,54.9833,47,19,0,4.53,0,7.51,0,NA,NA,1996-05-15 21:35:00
"2444315","ICES/58AAENQ679s ","1029","B","10/17/2008","19:48",0.2563,60.7508,136,20,0,11.26,0,35.3365,0,NA,NA,2008-10-17 19:48:00
"1984348","ICES/58JHENQ484  ","1402","B","12/2/1995","12:52",7.7518,55.165,21,15,0,8.099,0,31.8127,0,NA,NA,1995-12-02 12:52:00
"1076741","ICES/06WHENQ710ak","0531","B","5/29/1992","14:02",0.65,57.7667,115,55,0,7.54,0,35.142,0,NA,NA,1992-05-29 14:02:00
"344773","ICES/26MHENQ1047 ","0132","B","4/24/2005","05:27",-5.58429999999998,61.835,170,20,0,7.5854,0,35.2776,0,NA,NA,2005-04-24 05:27:00
"3335220","ICES/74SCENQ716l ","0404","B","9/26/2002","13:23",-5.26229999999998,60.7803,843,100,0,8.7,0,35.247,0,NA,NA,2002-09-26 13:23:00
"2783539","ICES/29CSENQ777  ","0022","B","5/14/1993","10:30",-10,42.2508,2550,650,0,11.0565,0,35.7614,0,NA,NA,1993-05-14 10:30:00
"1065103","ICES/06POENQ710  ","0021","B","2/23/1992","01:46",4.962,42.0897,2453,300,0,12.929,0,38.465,0,NA,NA,1992-02-23 01:46:00
"1979299","ICES/58JHENQ452  ","0706","B","6/10/1995","14:51",-9.84870000000001,57.1037,2030,750,0,8.479,0,35.2705,0,NA,NA,1995-06-10 14:51:00
"2363700","ICES/58JHENQ679k ","0488","B","5/5/2005","07:41",3.4563,60.7497,325,3,0,7.567,0,34.42,0,NA,NA,2005-05-05 07:41:00
"2065750","ICES/58MSENQ570  ","0365","B","4/19/1997","13:06",4.7322,60.1507,343,80,0,6.162,0,34.8296,0,NA,NA,1997-04-19 13:06:00
"2827970","ICES/29DBENQ82400","00N6","B","1/21/1997","10:26",-5.46820000000002,35.924,285,156,0,13.6701,0,38.0586,0,NA,NA,1997-01-21 10:26:00
"2997405","ICES/77STENQ719ai","0006","B","1/16/2006","16:15",15.6603,56.148,16,8,0,0.44,0,7.22,0,NA,NA,2006-01-16 16:15:00
"200059","ICES/26DAENQ720a ","2526","B","5/1/1998","01:57",4.3478,57.5917,74,73,0,6.21,0,34.877,0,NA,NA,1998-05-01 01:57:00
"3253459","ICES/74CZJMP512j ","0164","B","2/9/1998","21:31",2.3303,52.0022,49,20,0,8.441,0,35.331,0,NA,NA,1998-02-09 21:31:00
"1681910","ICES/64TRENQ301  ","0124","B","5/13/1991","05:48",-12.5917,62.75,759,9,0,7.81,0,35.22,0,285.4,0,1991-05-13 05:48:00
"1784483","ICES/58GD        ","0195","B","4/26/1990","23:27",10.95,58.0333,155,50,0,7.27,0,35.111,0,NA,NA,1990-04-26 23:27:00
"3203020","ICES/74CHSES620a ","1014","B","5/4/1996","02:24",-9.03280000000001,56.5652,207,75,0,9.97,0,35.435,0,286.28,0,1996-05-04 02:24:00
"1224189","ICES/06WHENQ549/E","0028","B","1/25/1997","15:48",2.4133,61.0808,165,10.08,0,8.574,0,35.29,0,NA,NA,1997-01-25 15:48:00
"676769","ICES/35TTENQ630d4","0090","B","8/27/1997","05:00",4.7,43.261,64,47,0,15.89,0,37.88,0,NA,NA,1997-08-27 05:00:00
"2297315","ICES/58AAENQ679i ","0109","B","2/22/2004","22:53",6.0132,61.1387,1250,80,0,8.324,0,34.4584,0,NA,NA,2004-02-22 22:53:00
"1869924","ICES/58GSENQ484  ","1199","B","11/15/1992","11:34",3.845,59.283,269,50,0,9.774,0,34.4322,0,NA,NA,1992-11-15 11:34:00
"2011055","ICES/58GSENQ484  ","1075","B","11/29/1996","09:11",-0.49799999999999,55.5022,65,35,0,9.496,0,34.787,0,NA,NA,1996-11-29 09:11:00
"2310645","ICES/58AAENQ679j ","1141","B","11/29/2004","11:01",6.7913,61.86,182,120,0,8.039,0,34.543,0,NA,NA,2004-11-29 11:01:00
"782575","ICES/35TCENQ630d0","0010","B","4/26/1999","06:55",-1.91930000000002,45.3117,80,40,0,11.86,0,35.36,0,NA,NA,1999-04-26 06:55:00
"1903948","ICES/58GSENQ452  ","1482","B","12/13/1993","03:56",4.5195,60.001,255,10,0,6.285,0,31.3964,0,NA,NA,1993-12-13 03:56:00
"3211930","ICES/74CUENQ539  ","0061","B","1/16/1996","10:47",-2.95749999999998,57.8747,85,75.2,0,7.893,0,34.7769,0,NA,NA,1996-01-16 10:47:00
"1102200","ICES/06AKENQ594a ","0499","B","4/30/1994","18:12",16,54.7833,49,12,0,6.07,0,7.33,0,NA,NA,1994-04-30 18:12:00
"20647","ICES/26DA        ","5024","B","11/4/1990","01:04",10.765,56.84,12,6,0,9.58,0,19.359,0,NA,NA,1990-11-04 01:04:00
"1244946","ICES/06GAENQ710i ","0361","B","7/13/1999","03:07",3,58,81,55,0,7.319,0,35.082,0,NA,NA,1999-07-13 03:07:00
"46580","ICES/26MHENQ1047 ","0032","B","5/6/1991","00:11",-5.98329999999999,60.5333,474,85,0,8.257,0,35.2991,0,NA,NA,1991-05-06 00:11:00
"2789741","ICES/29DBENQ82400","0014","B","5/13/1993","11:45",1.9483,39.2033,640,625.3,0,12.99,0,38.4476,0,NA,NA,1993-05-13 11:45:00
"480550","ICES/35A3ENQ54700","0092","B","5/5/1991","16:39",-2.69470000000001,35.96,1150,51,0,14.336,0,37.294,0,NA,NA,1991-05-05 16:39:00
"2209311","ICES/58MSENQ679d ","0062","B","1/26/2001","18:54",-0.328700000000026,59.283,141,85,0,8.084,0,35.2156,0,NA,NA,2001-01-26 18:54:00
"1044220","ICES/06AKENQ710c ","0068","B","9/5/1992","14:37",-11.98,36.7112,4450,800,0,10.807,0,35.865,0,NA,NA,1992-09-05 14:37:00
"68254","ICES/26GT        ","0194","B","3/17/1992","19:00",10.75,57.3,43,10,0,3.68,0,29.91,0,313.52,0,1992-03-17 19:00:00
"2922890","ICES/7799ENQ719ai","0120","B","9/4/1996","07:10",11.6867,57.667,37,10,0,17.89,0,22.619,0,267.07,0,1996-09-04 07:10:00
"2356557","ICES/58GSENQ679m ","0598","B","10/31/2005","16:06",4.819,59.2872,217,120,0,8.336,0,35.2005,0,NA,NA,2005-10-31 16:06:00
"1049808","ICES/06AKENQ710c ","0162","B","9/23/1992","21:33",-10.618,38.7838,3712,800,0,12.044,0,36.17,0,NA,NA,1992-09-23 21:33:00
"360113","ICES/26MHENQ1047 ","0004","B","5/19/2006","17:44",-3.98520000000002,60.2677,202,35,0,9.8508,0,35.3996,0,NA,NA,2006-05-19 17:44:00
"235547","ICES/26MHENQ1047 ","0073","B","9/14/1999","03:55",-7.73329999999999,61.4167,350,140,0,9.1599,0,35.2912,0,NA,NA,1999-09-14 03:55:00
"528222","ICES/35EUENQ54706","0P10","B","6/29/1994","08:30",4.25,43.1167,93,90,0,13.288,0,38.146,0,NA,NA,1994-06-29 08:30:00
"3065260","ICES/74CHENQ413CH","0044","B","7/5/1991","19:33",-11.5517,56.6167,2521,141,0,9.612,0,35.3615,0,NA,NA,1991-07-05 19:33:00
"1668667","ICES/48URENQ82495","0O07","B","10/23/1995","12:06",15.2145,43.18,219,205,0,12.164,0,38.446,0,NA,NA,1995-10-23 12:06:00
"2140414","ICES/58MSENQ679a ","0275","B","3/18/1999","18:42",5.6343,58.5377,82,10,0,3.968,0,32.4317,0,NA,NA,1999-03-18 18:42:00
"805891","ICES/35TTENQ630d4","14D0","B","4/14/2000","11:28",7.847,43.4325,0,1247,0,13.1,0,38.46,0,NA,NA,2000-04-14 11:28:00
"667940","ICES/35TTENQ630d4","0026","B","8/25/1997","07:00",4.85,43.25,93,21,0,21.34,0,37.88,0,NA,NA,1997-08-25 07:00:00
"1158052","ICES/07ALENQ540B ","0274","B","11/12/1995","07:23",15.981,55.2497,88,71.9,0,10.403,0,14.706,0,129.96,0,1995-11-12 07:23:00
"3327824","ICES/74CZENQ716l ","0033","B","5/19/2002","11:46",-3.166,61.3448,1354,15,0,9.35,0,35.317,0,NA,NA,2002-05-19 11:46:00
"1464738","ICES/45CVENQ762e ","1967","B","7/15/2005","09:36",-9.98869999999999,54.3328,70,70,0,11.7716,0,35.104,0,NA,NA,2005-07-15 09:36:00
"2638739","ICES/67CE0099    ","0047","B","5/15/1991","22:05",9.6567,58.3617,576,264,0,6.43,0,35.114,0,NA,NA,1991-05-15 22:05:00
"1666762","ICES/48URENQ82495","0F07","B","10/22/1995","16:20",14.8003,43.1158,123,29,0,15.504,0,38.401,0,NA,NA,1995-10-22 16:20:00
"1671799","ICES/48UDENQ82496","E110","B","2/9/1996","00:00",13.124,44.955,34,19.5,0,9.765,0,37.98,0,244.29,0,1996-02-09 00:00:00
"265769","ICES/26MHENQ1047 ","0079","B","4/23/2001","13:21",-8.0838,61.9992,129,90,0,7.0556,0,35.2252,0,NA,NA,2001-04-23 13:21:00
"1609623","ICES/48B1ENQ72790","0650","B","11/25/1990","04:45",12.4702,36.5998,1295,425,0,13.916,0,38.788,0,NA,NA,1990-11-25 04:45:00
"1811908","ICES/58MSENQ570a ","0527","B","7/1/1990","16:14",6,58,294,80,0,7.462,0,35.09,0,NA,NA,1990-07-01 16:14:00
"1916060","ICES/58MSENQ452  ","0173","B","3/1/1993","12:58",4.65,57.7833,105,40,0,6.463,0,NA,NA,NA,NA,1993-03-01 12:58:00
"980765","ICES/06WHENQ710ab","0049","B","2/13/1990","06:02",0.6967,60.715,153,35,0,9.118,0,35.41,0,NA,NA,1990-02-13 06:02:00
"2823684","ICES/29HEENQ82400","0016","B","10/6/1996","05:31",-4.91800000000001,35.8102,503,325,0,13.0541,0,38.44,0,NA,NA,1996-10-06 05:31:00
"902211","ICES/35HTENQ630k4","0513","B","11/6/2005","11:10",-4.22930000000002,46.6365,0,20,0,15.328,0,35.509,0,NA,NA,2005-11-06 11:10:00
"1721484","ICES/64PEOME620e ","7196","B","5/25/1999","04:10",-9.8338,39.5122,3128,701,0,11.9545,0,36.115,0,199.19,0,1999-05-25 04:10:00
"847327","ICES/35TTENQ630n4","2110","B","12/1/2002","11:28",5.2167,42.85,0,494,0,13.44,0,38.56,0,NA,NA,2002-12-01 11:28:00
"2917766","ICES/77ARENQ628  ","0232","B","5/5/1995","10:15",11.1417,58.4617,55,40,0,5.83,0,34.571,0,254.12,0,1995-05-05 10:15:00
"2980462","ICES/77ARENQ719t ","0524","B","9/1/2004","07:00",10.0067,57.7367,89,10,0,17.67,0,33.168,0,234.92,0,2004-09-01 07:00:00
"1056744","ICES/06HFENQ591  ","0091","B","1/11/1992","01:51",-9.60829999999999,40.8833,2444,651.7,0,11.2412,0,35.7845,0,197.82,0,1992-01-11 01:51:00
"284488","ICES/26MHENQ1047 ","0183","B","7/2/2002","16:36",-7.88319999999999,61.335,809,75,0,9.4197,0,35.2508,0,NA,NA,2002-07-02 16:36:00
"1719581","ICES/64TDENQ706  ","0074","B","9/22/1998","00:50",0.504,56.0853,82,78,0,9.77,0,34.713,0,NA,NA,1998-09-22 00:50:00
"1203473","ICES/06GAENQ710i ","1012","B","11/2/1996","11:50",7.4983,55,25,20,0,12.096,0,33.634,0,NA,NA,1996-11-02 11:50:00
"786857","ICES/35TTENQ630d4","0008","B","10/2/1999","14:04",3.367,42.6265,87,70,0,13.76,0,38.169,0,NA,NA,1999-10-02 14:04:00
"3076991","ICES/74CU        ","0107","B","1/27/1992","23:13",-2.4667,56.15,49,45,0,7.42,0,34.56,0,NA,NA,1992-01-27 23:13:00
"1209033","ICES/06AKENQ594a ","1712","B","4/22/1997","08:30",14.5667,55.3333,46,43,0,3.87,0,13.84,0,NA,NA,1997-04-22 08:30:00
"1843697","ICES/58JHENQ484  ","0634","B","6/19/1991","15:38",6.169,57.33,70,60,0,7.185,0,35.1758,0,NA,NA,1991-06-19 15:38:00
"59559","ICES/26DA        ","0527","B","3/6/1992","12:58",15.2667,55.285,79,40,0,3.8,0,7.788,0,NA,NA,1992-03-06 12:58:00
"887690","ICES/35TTENQ630n4","0440","B","6/10/2004","15:12",5.13,42.7833,0,58,0,13.32,0,38.26,0,222.86,0,2004-06-10 15:12:00
"3308423","ICES/74CZENQ512o ","0077","B","1/10/2001","12:40",-1.13150000000002,55.0055,71,20,0,7.496,0,34.442,0,NA,NA,2001-01-10 12:40:00
"1198706","ICES/06AKENQ594a ","1580","B","10/24/1996","23:55",15.75,54.7833,72,44,0,4.9,0,7.32,0,NA,NA,1996-10-24 23:55:00
"666506","ICES/35TTENQ630d4","0012","B","8/24/1997","19:25",4.6167,43.25,59,24,0,19.09,0,37.82,0,NA,NA,1997-08-24 19:25:00
"1262859","ICES/06WHENQ710e/","0058","B","2/17/2000","07:09",-0.60250000000002,58.7743,130,25,0,7.808,0,35.273,0,NA,NA,2000-02-17 07:09:00
